timestamp,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_current_0,actual_current_1,actual_current_2,actual_current_3,actual_current_4,actual_current_5,target x,target y,target z
2461.529,0.878727,-0.937262,0.561699,-1.264092,-1.480401,-0.52908,-0.162169,-0.441939,0.147758,0.235767,3.095245,-0.163049,0.113624,-1.393537,-1.390018,-0.509556,-0.042269,0.093524,-0.003052668,-0.334620435,0.025
2462.529,0.882283,-0.775487,0.225438,-1.103204,-1.487005,-0.475385,-0.173154,-0.454434,0.15667,0.316698,3.096605,-0.175037,0.130298,-1.396992,-1.365087,-0.450387,-0.059399,0.245943,-0.003052668,-0.334620435,0.025
2463.529,0.88091,-0.852024,0.352253,-1.130082,-1.504902,-0.519205,-0.168363,-0.439618,0.157354,0.252715,3.109127,-0.12983,-0.187319,-1.823426,-0.921374,-0.611743,-0.05554,-0.009781,-0.003052668,-0.334620435,0.025
2464.529,0.880718,-0.852096,0.352582,-1.130145,-1.504971,-0.51927,-0.168436,-0.439541,0.157298,0.25292,3.109082,-0.129524,-0.122371,-1.901792,-1.005303,-0.653206,-0.101036,-0.092495,-0.003052668,-0.334620435,0.025
2465.529,0.825662,-1.023669,0.664905,-1.276858,-1.505416,-0.648601,-0.179157,-0.415121,0.155113,0.134863,3.1288,-0.137858,-0.157029,-1.911905,-0.914908,-0.672647,-0.008079,-0.125931,-0.003052668,-0.334620435,0.025
2466.529,0.771378,-1.147367,0.873246,-1.367823,-1.508368,-0.752782,-0.18827,-0.390707,0.152475,-0.055025,-3.130724,0.14121,-0.158516,-1.693593,-0.905066,-0.684118,-0.118419,-0.191203,-0.003052668,-0.334620435,0.025
2467.529,0.807614,-1.01097,0.641741,-1.268525,-1.495438,-0.644615,-0.186233,-0.415522,0.15598,0.168525,3.12088,-0.150341,0.085867,-1.305469,-1.448935,-0.467897,0.129353,0.012092,-0.003052668,-0.334620435,0.025
2468.529,0.80772,-1.010781,0.641163,-1.268458,-1.495362,-0.644523,-0.186241,-0.415629,0.156068,0.168491,3.120998,-0.150809,0.10736,-1.385019,-1.351153,-0.469992,0.096321,0.035477,-0.003052668,-0.334620435,0.025
2469.529,0.825372,-0.775367,0.216885,-1.089786,-1.494971,-0.587217,-0.199112,-0.440553,0.157479,0.233467,3.117361,-0.164506,0.153085,-1.394428,-1.322828,-0.50648,-0.020453,0.133087,-0.003052668,-0.334620435,0.025
2470.531,0.815974,-0.667824,-0.003512,-0.984935,-1.485356,-0.608089,-0.205471,-0.44457,0.158646,0.216424,3.116079,-0.184571,0.030427,-1.704982,-0.931638,0.020768,0.007689,0.037368,-0.003052668,-0.334620435,0.025
2471.531,0.815974,-0.667824,-0.003512,-0.984935,-1.485356,-0.608089,-0.205471,-0.44457,0.158646,0.216424,3.116079,-0.184571,0.030427,-1.704982,-0.931638,0.020768,0.007689,0.037368,-0.003052668,-0.334620435,0.025
2472.531,0.815974,-0.667824,-0.003512,-0.984935,-1.485356,-0.608089,-0.205471,-0.44457,0.158646,0.216424,3.116079,-0.184571,0.030427,-1.704982,-0.931638,0.020768,0.007689,0.037368,-0.003052668,-0.334620435,0.025
2473.531,0.815974,-0.667824,-0.003512,-0.984935,-1.485356,-0.608089,-0.205471,-0.44457,0.158646,0.216424,3.116079,-0.184571,0.030427,-1.704982,-0.931638,0.020768,0.007689,0.037368,-0.003052668,-0.334620435,0.025
2474.531,0.815974,-0.667824,-0.003512,-0.984935,-1.485356,-0.608089,-0.205471,-0.44457,0.158646,0.216424,3.116079,-0.184571,0.030427,-1.704982,-0.931638,0.020768,0.007689,0.037368,-0.003052668,-0.334620435,0.025
2475.531,0.815974,-0.667824,-0.003512,-0.984935,-1.485356,-0.608089,-0.205471,-0.44457,0.158646,0.216424,3.116079,-0.184571,0.030427,-1.704982,-0.931638,0.020768,0.007689,0.037368,-0.003052668,-0.334620435,0.025
2476.531,0.815974,-0.667824,-0.003512,-0.984935,-1.485356,-0.608089,-0.205471,-0.44457,0.158646,0.216424,3.116079,-0.184571,0.030427,-1.704982,-0.931638,0.020768,0.007689,0.037368,-0.003052668,-0.334620435,0.025
2477.531,0.815974,-0.667824,-0.003512,-0.984935,-1.485356,-0.608089,-0.205471,-0.44457,0.158646,0.216424,3.116079,-0.184571,0.030427,-1.704982,-0.931638,0.020768,0.007689,0.037368,-0.003052668,-0.334620435,0.025
2478.531,0.815974,-0.667824,-0.003512,-0.984935,-1.485356,-0.608089,-0.205471,-0.44457,0.158646,0.216424,3.116079,-0.184571,0.030427,-1.704982,-0.931638,0.020768,0.007689,0.037368,-0.003052668,-0.334620435,0.025
2479.531,0.815974,-0.667824,-0.003512,-0.984935,-1.485356,-0.608089,-0.205471,-0.44457,0.158646,0.216424,3.116079,-0.184571,0.030427,-1.704982,-0.931638,0.020768,0.007689,0.037368,-0.003052668,-0.334620435,0.025
